a2622612.565365
Narit-cm 26/02/2026 12:54:48 26/02/2026 12:56:53 0045 0013.384714 0052.542598 00.0 00.0
0002401 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 04000 1 0000 3.75 00000.o 0 0 01 000 16 002401 0.500 BT0
1 2 1 02000 1 0000 3.75 00000.o 0 0 01 000 16 002401 0.500 S2A0
1 1 1 04000 1 0000 3.75 00000.o 0 0 00 000 00 002401 3.1746 BC0
1 3 1 02000 1 0000 3.75 00000.o 0 0 00 000 00 002401 3.1746 S2P0
1 5 0 04000 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
0.000 .o Analog 0 	0.000 .o Analog StErr 0 	0.000 .o Photon Counting 0 	0.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
5.6907	0.000534984	0	0	0
5.69039	0.000539135	0.0166597	0.0166632	0
5.69076	0.000523958	0	0	0
5.6904	0.000525125	0	0	0
5.69081	0.000520844	0.0166597	0.0166632	0
5.69072	0.000533168	0	0	0
5.69018	0.00055321	0.0166597	0.0166632	0
5.69054	0.000543805	0	0	0
5.69013	0.000543351	0.0166597	0.0166632	0
5.69067	0.000537514	0.0166597	0.0166632	0
5.69104	0.000530249	0	0	0
5.69051	0.000529147	0	0	0
5.69065	0.000530249	0	0	0
5.69198	0.000531546	0	0	0
5.6913	0.000543157	0.0166597	0.0166632	0
5.68956	0.000537968	0.0166597	0.0166632	0
5.68991	0.000521687	0.0166597	0.0166632	0
5.69127	0.000522531	0	0	0
5.69061	0.000531871	0.0166597	0.0166632	0
5.68997	0.000544973	0.0166597	0.0166632	0
5.69044	0.000548346	0.0166597	0.0166632	0
5.69073	0.000552043	0.0166597	0.0166632	0
5.69053	0.00054387	0.0166597	0.0166632	0
5.6898	0.000527006	0	0	0
5.69034	0.000540952	0.0166597	0.0166632	0
5.69048	0.00056294	0	0	0
5.68963	0.000545686	0.0166597	0.0166632	0
5.69026	0.000562356	0	0	0
5.69086	0.000548216	0	0	0
5.69072	0.000545492	0	0	0
5.69066	0.000537579	0.0166597	0.0166632	0
5.69103	0.000533752	0	0	0
5.69085	0.000532584	0	0	0
5.69026	0.000524606	0	0	0
5.69042	0.000549838	0.0333195	0.0234645	0
5.6909	0.000558854	0	0	0
5.69077	0.000544908	0.0333195	0.0234645	0
5.69064	0.000536995	0.0166597	0.0166632	0
5.6911	0.000542314	0	0	0
5.69059	0.00053012	0	0	0
5.69058	0.00054893	0	0	0
5.69026	0.000540108	0	0	0
5.6905	0.000544454	0.0166597	0.0166632	0
5.6906	0.000545168	0	0	0
5.69033	0.000532779	0.0166597	0.0166632	0
5.68929	0.000541535	0	0	0
5.6902	0.000543741	0	0	0
5.6899	0.000539979	0	0	0
5.68983	0.000537903	0	0	0
5.69057	0.000543935	0	0	0
5.69065	0.000526098	0	0	0
5.68983	0.000554897	0.0333195	0.0234645	0
5.69002	0.000546659	0.0166597	0.0166632	0
5.69028	0.000546205	0	0	0
5.69095	0.000543222	0.0333195	0.0234645	0
5.69054	0.000564951	0.0333195	0.0234645	0
5.69031	0.000542378	0.0166597	0.0166632	0
5.68999	0.000544324	0	0	0
5.69067	0.000543222	0	0	0
5.69019	0.000546141	0	0	0
5.69074	0.000528174	0	0	0
5.69003	0.000540043	0.0166597	0.0166632	0
5.69043	0.000530444	0.0166597	0.0166632	0
5.69061	0.000540108	0.0166597	0.0166632	0
5.69136	0.0005344	0	0	0
5.69129	0.000526358	0	0	0
5.69087	0.000527006	0	0	0
5.69122	0.000536346	0	0	0
5.69043	0.000542962	0	0	0
5.69045	0.000545103	0.0166597	0.0166632	0
5.6912	0.000545751	0	0	0
5.69226	0.000537125	0	0	0
5.69038	0.000528368	0	0	0
5.69032	0.000529276	0	0	0
5.6908	0.000517017	0	0	0
5.69026	0.000535049	0	0	0
5.69027	0.000529276	0	0	0
5.69018	0.00053226	0	0	0
5.69141	0.000531222	0.0166597	0.0166632	0
5.69164	0.000537903	0	0	0
5.68985	0.000543481	0	0	0
5.691	0.000543546	0.0333195	0.0234645	0
5.6918	0.000546659	0	0	0
5.69099	0.000555481	0	0	0
5.69131	0.000542443	0.0333195	0.0234645	0
5.69081	0.000547113	0	0	0
5.6911	0.000540562	0.0166597	0.0166632	0
5.69069	0.000541146	0.0166597	0.0166632	0
5.69056	0.000536087	0.0166597	0.0166632	0
5.69063	0.000544389	0	0	0
5.69036	0.000544843	0	0	0
5.68993	0.000541665	0	0	0
5.69119	0.000536346	0.0166597	0.0166632	0
5.68992	0.000542443	0	0	0
5.68985	0.000537514	0	0	0
5.69068	0.000547762	0	0	0
5.69014	0.000533622	0	0	0
5.68956	0.000528628	0	0	0
5.69084	0.000536735	0	0	0
5.69181	0.000538552	0.0166597	0.0166632	0
5.69194	0.000544649	0.0166597	0.0166632	0
5.69121	0.000540497	0	0	0
5.69046	0.000542119	0	0	0
5.69048	0.000530509	0	0	0
5.69073	0.000550811	0.0333195	0.0234645	0
5.69073	0.000558854	0.0333195	0.0234645	0
5.69067	0.000548994	0	0	0
5.69086	0.000542119	0	0	0
5.69079	0.000543222	0.0166597	0.0166632	0
5.69041	0.000540627	0	0	0
5.69045	0.000530898	0	0	0
5.69093	0.000531611	0.0166597	0.0166632	0
5.6905	0.000538876	0	0	0
5.69021	0.000541924	0	0	0
5.68999	0.000556648	0	0	0
5.69026	0.000537254	0	0	0
5.69111	0.000543351	0	0	0
5.69126	0.000535957	0	0	0
5.69085	0.000541276	0	0	0
5.69057	0.000537838	0	0	0
5.69018	0.000532001	0	0	0
5.69064	0.000536217	0.0166597	0.0166632	0
5.68917	0.000537125	0	0	0
5.69013	0.000547567	0.0166597	0.0166632	0
5.69144	0.00054147	0	0	0
5.69073	0.000546076	0.0166597	0.0166632	0
5.69151	0.000536606	0.0166597	0.0166632	0
5.69078	0.000535633	0	0	0
5.6905	0.000533103	0.0166597	0.0166632	0
5.69133	0.000528498	0	0	0
5.69057	0.00053213	0	0	0
5.69022	0.000533168	0	0	0
5.69052	0.000544973	0.0333195	0.0234645	0
5.69064	0.000541016	0.0166597	0.0166632	0
5.69082	0.000556583	0	0	0
5.69005	0.000524995	0	0	0
5.6906	0.000531157	0	0	0
5.6911	0.000531222	0	0	0
5.69113	0.000534984	0.0166597	0.0166632	0
5.69031	0.000546595	0	0	0
5.69137	0.000527136	0.0166597	0.0166632	0
5.69173	0.000540887	0	0	0
5.69041	0.000531546	0	0	0
5.69027	0.00052999	0	0	0
5.69107	0.000544908	0	0	0
5.69048	0.000533492	0.0166597	0.0166632	0
5.6902	0.000535244	0	0	0
5.6914	0.000549643	0	0	0
5.69083	0.00052986	0	0	0
5.69015	0.000527914	0.0166597	0.0166632	0
5.6906	0.000533298	0	0	0
5.69025	0.000546465	0	0	0
5.69033	0.000559891	0.0333195	0.0234645	0
5.69056	0.00053706	0.0333195	0.0234645	0
5.69101	0.000530898	0.0166597	0.0166632	0
5.69015	0.000540497	0	0	0
5.69033	0.000544778	0.0166597	0.0166632	0
5.69096	0.000527849	0	0	0
5.69066	0.000539071	0.0333195	0.0234645	0
5.68983	0.00053453	0	0	0
5.69053	0.000530509	0.0166597	0.0166632	0
5.69112	0.000543351	0	0	0
5.68991	0.000549384	0.0166597	0.0166632	0
5.69038	0.00054854	0.0166597	0.0166632	0
5.69123	0.000542703	0	0	0
5.69039	0.000549578	0.0166597	0.0166632	0
5.6905	0.000546919	0	0	0
5.69126	0.000519028	0	0	0
5.69069	0.000545362	0	0	0
5.69044	0.000547697	0.0166597	0.0166632	0
5.6907	0.000556064	0.0166597	0.0166632	0
5.69047	0.000545427	0	0	0
5.69048	0.000525839	0	0	0
5.69098	0.000541989	0	0	0
5.69054	0.000547762	0	0	0
5.68967	0.000535179	0	0	0
5.68956	0.000538746	0	0	0
5.69053	0.000527395	0	0	0
5.69018	0.00053479	0	0	0
5.69042	0.000525774	0	0	0
5.69026	0.000525255	0	0	0
5.69076	0.00055561	0	0	0
5.69106	0.000539006	0.0166597	0.0166632	0
5.69094	0.000549189	0	0	0
5.69068	0.000541146	0.0333195	0.0234645	0
5.69089	0.000544649	0.0166597	0.0166632	0
5.69034	0.000529406	0	0	0
5.69039	0.000536281	0	0	0
5.69167	0.000528498	0	0	0
5.69172	0.000535827	0.0166597	0.0166632	0
5.69089	0.000536346	0.0166597	0.0166632	0
5.69077	0.000532779	0.0333195	0.0234645	0
5.69051	0.000535957	0	0	0
5.69063	0.000519936	0	0	0
5.69016	0.000526422	0	0	0
5.69031	0.000532649	0	0	0
5.69069	0.000542378	0.0166597	0.0166632	0
5.69075	0.000535438	0	0	0
5.69059	0.000530574	0	0	0
5.69103	0.000543805	0	0	0
5.69056	0.000532779	0	0	0
5.68963	0.000527979	0	0	0
5.69058	0.000537384	0	0	0
5.69188	0.000528563	0	0	0
5.69067	0.000537125	0	0	0
5.69	0.000538616	0.0333195	0.0234645	0
5.69061	0.000529665	0	0	0
5.69096	0.000530444	0	0	0
5.69007	0.000529795	0	0	0
5.6905	0.000534076	0	0	0
5.69073	0.000532001	0	0	0
5.69088	0.000528498	0	0	0
5.69076	0.000522077	0	0	0
5.69093	0.00052026	0	0	0
5.69018	0.000524217	0	0	0
5.69047	0.000528693	0	0	0
5.69124	0.000529147	0	0	0
5.6909	0.0005392	0	0	0
5.69075	0.000535763	0.0333195	0.0234645	0
5.69064	0.000531092	0	0	0
5.6899	0.000530898	0	0	0
5.69015	0.000532649	0	0	0
5.69033	0.000530768	0	0	0
5.69	0.000534206	0.0166597	0.0166632	0
5.69092	0.0005464	0.0166597	0.0166632	0
5.69105	0.000542638	0	0	0
5.69078	0.000548476	0	0	0
5.69008	0.000556648	0.0166597	0.0166632	0
5.69025	0.0005512	0	0	0
5.69053	0.000538552	0.0333195	0.0234645	0
5.69084	0.000549708	0	0	0
5.69047	0.000535438	0.0166597	0.0166632	0
5.69067	0.000539654	0	0	0
5.68965	0.000545427	0.0166597	0.0166632	0
5.69094	0.000549254	0.0333195	0.0234645	0
5.69128	0.000532519	0	0	0
5.69162	0.000532909	0	0	0
5.69091	0.000539589	0	0	0
5.69133	0.000537514	0.0166597	0.0166632	0
5.69193	0.000544843	0	0	0
5.69198	0.000536346	0	0	0
5.69104	0.000536022	0	0	0
5.6911	0.000555675	0.0166597	0.0166632	0
5.68996	0.000545038	0	0	0
5.69056	0.000533492	0	0	0
5.69076	0.000539784	0	0	0
5.6915	0.000540043	0	0	0
5.69017	0.000535698	0.0166597	0.0166632	0
5.69054	0.000538681	0	0	0
5.69073	0.000533752	0	0	0
5.69012	0.000525774	0	0	0
5.69014	0.000546919	0	0	0
5.68992	0.000530898	0.0166597	0.0166632	0
5.68952	0.000549967	0.0166597	0.0166632	0
5.68976	0.00053466	0.0166597	0.0166632	0
5.68984	0.000533492	0	0	0
5.69034	0.000530379	0	0	0
5.69043	0.000540497	0	0	0
5.69024	0.000538876	0	0	0
5.69012	0.0005392	0	0	0
5.68991	0.000532649	0	0	0
5.68908	0.000536411	0	0	0
5.69111	0.000543741	0.0333195	0.0234645	0
5.69071	0.000547308	0.0333195	0.0234645	0
5.69045	0.000543092	0	0	0
5.69042	0.000533298	0	0	0
5.69048	0.000521817	0	0	0
5.6905	0.000546595	0	0	0
5.6906	0.000540952	0.0166597	0.0166632	0
5.68929	0.000544778	0.0166597	0.0166632	0
5.69024	0.000539654	0.0333195	0.0234645	0
5.69065	0.000544973	0.0166597	0.0166632	0
5.69031	0.000535049	0	0	0
5.69045	0.000534141	0	0	0
5.69097	0.000533363	0.0166597	0.0166632	0
5.69141	0.000545168	0	0	0
5.69088	0.000538487	0	0	0
5.69103	0.000533233	0.0333195	0.0234645	0
5.69182	0.000542768	0	0	0
5.69065	0.000527784	0	0	0
5.69039	0.000547049	0.0166597	0.0166632	0
5.69113	0.000538746	0	0	0
5.69052	0.000526682	0.0166597	0.0166632	0
5.69067	0.000544843	0.0333195	0.0234645	0
5.69042	0.000543157	0	0	0
5.69033	0.00052532	0.0166597	0.0166632	0
5.6907	0.000528174	0	0	0
5.69116	0.00054173	0	0	0
5.68998	0.000540368	0	0	0
5.68958	0.000536281	0	0	0
5.6909	0.000534271	0	0	0
5.69058	0.000537254	0.0166597	0.0166632	0
5.69041	0.000538357	0	0	0
5.69123	0.000550097	0.0166597	0.0166632	0
5.69051	0.000545232	0.0166597	0.0166632	0
5.6911	0.000548216	0	0	0
5.69108	0.000540497	0	0	0
5.69057	0.000557102	0	0	0
5.69144	0.000562161	0	0	0
5.69117	0.000552562	0.0166597	0.0166632	0
5.6906	0.00051799	0	0	0
5.69087	0.000538616	0.0166597	0.0166632	0
5.69106	0.00051572	0	0	0
5.69077	0.000523179	0.0166597	0.0166632	0
5.68992	0.000537708	0.0166597	0.0166632	0
5.69068	0.000541665	0	0	0
5.69046	0.000541016	0.0166597	0.0166632	0
5.69001	0.000542249	0	0	0
5.69005	0.000533427	0	0	0
5.68965	0.000536735	0	0	0
5.69023	0.000538357	0	0	0
5.69023	0.000541276	0.0166597	0.0166632	0
5.69065	0.000545232	0.0166597	0.0166632	0
5.69008	0.000553405	0	0	0
5.69026	0.000539135	0	0	0
5.69066	0.000539395	0.0166597	0.0166632	0
5.68998	0.000542378	0.0166597	0.0166632	0
5.68984	0.000541795	0	0	0
5.69039	0.000537708	0	0	0
5.6907	0.000550811	0	0	0
5.69054	0.000539979	0.0166597	0.0166632	0
5.69113	0.000536281	0	0	0
5.69091	0.000550551	0.0166597	0.0166632	0
5.69019	0.000540952	0.0166597	0.0166632	0
5.69002	0.000548281	0.0166597	0.0166632	0
5.69052	0.000533687	0	0	0
5.69067	0.000536541	0	0	0
5.69021	0.000537579	0	0	0
5.6908	0.000537903	0	0	0
5.69157	0.000533103	0	0	0
5.69069	0.000540303	0	0	0
5.6909	0.000545427	0.0333195	0.0234645	0
5.69174	0.000544973	0	0	0
5.69021	0.000533882	0	0	0
5.68923	0.000533233	0	0	0
5.69042	0.000534336	0.0166597	0.0166632	0
5.68999	0.000545686	0	0	0
5.69016	0.000538422	0.0333195	0.0234645	0
5.68991	0.000545492	0	0	0
5.69028	0.000525968	0	0	0
5.69057	0.0005464	0	0	0
5.69077	0.000541406	0	0	0
5.6902	0.000538292	0	0	0
5.69022	0.000541081	0.0166597	0.0166632	0
5.69069	0.000562032	0.0166597	0.0166632	0
5.69033	0.000543546	0	0	0
5.6906	0.000543935	0	0	0
5.69045	0.000536022	0	0	0
5.69008	0.000544065	0.0166597	0.0166632	0
5.69039	0.000538292	0	0	0
5.69079	0.00053946	0	0	0
5.69093	0.000545492	0.0166597	0.0166632	0
5.69079	0.000553535	0.0166597	0.0166632	0
5.6908	0.000531871	0	0	0
5.69114	0.000545946	0.0333195	0.0234645	0
5.6907	0.000548476	0	0	0
5.68979	0.000540562	0	0	0
5.68962	0.000544519	0	0	0
5.6907	0.000533298	0.0166597	0.0166632	0
5.69042	0.000540043	0.0333195	0.0234645	0
5.69117	0.000547113	0	0	0
5.69004	0.000535179	0.0166597	0.0166632	0
5.68992	0.000547957	0	0	0
5.69053	0.000542249	0.0166597	0.0166632	0
5.69082	0.000538616	0	0	0
5.69085	0.000528563	0.0166597	0.0166632	0
5.69063	0.00053226	0	0	0
5.69066	0.0005488	0.0333195	0.0234645	0
5.69107	0.00054173	0	0	0
5.69107	0.000542119	0.0166597	0.0166632	0
5.69041	0.00054147	0.0166597	0.0166632	0
5.69053	0.000527201	0	0	0
5.68988	0.000557686	0	0	0
5.69035	0.000534465	0	0	0
5.69076	0.000528952	0	0	0
5.69087	0.000529017	0	0	0
5.6909	0.000547373	0.0166597	0.0166632	0
5.69013	0.000544389	0	0	0
5.69036	0.000544454	0.0499792	0.0289055	0
5.69037	0.000524736	0	0	0
5.6901	0.00054627	0.0166597	0.0166632	0
5.69054	0.000537254	0	0	0
5.69052	0.000550811	0.0499792	0.0289055	0
5.69002	0.000552627	0	0	0
5.69087	0.000531871	0	0	0
5.69133	0.000545622	0.0333195	0.0234645	0
5.69065	0.000563588	0	0	0
5.69084	0.000531611	0.0166597	0.0166632	0
5.69003	0.000542249	0.0166597	0.0166632	0
5.68958	0.000549967	0.0166597	0.0166632	0
5.69008	0.000553405	0	0	0
5.69092	0.000539719	0.0333195	0.0234645	0
5.69107	0.000541406	0	0	0
5.69125	0.000533557	0	0	0
5.69083	0.000530444	0	0	0
5.69084	0.000545232	0.0166597	0.0166632	0
5.68991	0.000534336	0	0	0
5.69036	0.000553924	0	0	0
5.69148	0.000531546	0.0166597	0.0166632	0
5.69179	0.000534919	0	0	0
5.69074	0.000553729	0	0	0
5.69083	0.000544195	0	0	0
5.69138	0.000541016	0.0166597	0.0166632	0
5.69111	0.000530833	0	0	0
5.6906	0.000533492	0	0	0
5.69047	0.000542443	0.0333195	0.0234645	0
5.69087	0.000537773	0.0166597	0.0166632	0
5.6911	0.000546205	0.0166597	0.0166632	0
5.6908	0.000554832	0.0166597	0.0166632	0
5.69126	0.000522336	0	0	0
5.69206	0.000546011	0.0333195	0.0234645	0
5.6906	0.000536217	0.0166597	0.0166632	0
5.68968	0.000529536	0	0	0
5.69084	0.000552497	0.0333195	0.0234645	0
5.69076	0.000550681	0	0	0
5.68971	0.000545168	0.0166597	0.0166632	0
5.69116	0.000546724	0	0	0
5.69086	0.000541665	0.0333195	0.0234645	0
5.69045	0.000536735	0	0	0
5.6907	0.000531611	0	0	0
5.69041	0.000536865	0.0166597	0.0166632	0
5.68938	0.000539589	0.0166597	0.0166632	0
5.69031	0.000552302	0	0	0
5.6908	0.000540822	0	0	0
5.68995	0.000527201	0	0	0
5.68946	0.000535373	0	0	0
5.68992	0.000542897	0.0166597	0.0166632	0
5.69023	0.000539006	0	0	0
5.69025	0.000525839	0	0	0
5.69072	0.000556324	0.0333195	0.0234645	0
5.69065	0.000551589	0	0	0
5.6908	0.000542443	0.0166597	0.0166632	0
5.6899	0.000532844	0	0	0
5.68965	0.000548281	0	0	0
5.69116	0.000544389	0.0166597	0.0166632	0
5.69117	0.000539395	0	0	0
5.6909	0.000531028	0.0166597	0.0166632	0
5.69109	0.000546141	0.0166597	0.0166632	0
5.69133	0.000523763	0	0	0
5.69119	0.00053453	0	0	0
5.69145	0.000540173	0	0	0
5.69062	0.000529341	0	0	0
5.6905	0.000524801	0	0	0
5.69098	0.000562486	0.0333195	0.0234645	0
5.69092	0.000551005	0.0166597	0.0166632	0
5.69073	0.000549124	0.0333195	0.0234645	0
5.69053	0.000549254	0	0	0
5.69051	0.000549578	0.0166597	0.0166632	0
5.69095	0.000550162	0	0	0
5.69108	0.000551265	0	0	0
5.69079	0.000541276	0.0333195	0.0234645	0
5.69069	0.000531482	0.0333195	0.0234645	0
5.6907	0.000531806	0	0	0
5.69043	0.000524022	0.0166597	0.0166632	0
5.69029	0.000545946	0.0166597	0.0166632	0
5.69053	0.000531741	0	0	0
5.69122	0.000539719	0.0166597	0.0166632	0
5.69141	0.000537384	0	0	0
5.69159	0.000547567	0	0	0
5.69138	0.000544908	0.0333195	0.0234645	0
5.69094	0.000549124	0	0	0
5.6905	0.000559113	0.0166597	0.0166632	0
5.69023	0.000546854	0.0333195	0.0234645	0
5.68961	0.000550681	0.0166597	0.0166632	0
5.69036	0.000546141	0.0166597	0.0166632	0
5.69028	0.000554248	0	0	0
5.68984	0.000546076	0.0166597	0.0166632	0
5.69029	0.000564042	0.0333195	0.0234645	0
5.69128	0.000555675	0	0	0
5.69029	0.000546011	0.0166597	0.0166632	0
5.69003	0.00054173	0.0166597	0.0166632	0
5.69094	0.000544259	0.0166597	0.0166632	0
5.69127	0.000538357	0.0166597	0.0166632	0
5.68987	0.000546984	0	0	0
5.69006	0.000544259	0	0	0
5.6907	0.000536411	0	0	0
5.69058	0.000527071	0.0166597	0.0166632	0
5.69085	0.000539589	0	0	0
5.69126	0.000537579	0.0333195	0.0234645	0
5.69053	0.000547243	0	0	0
5.68994	0.000553859	0	0	0
5.69079	0.000543157	0	0	0
5.69099	0.000541665	0	0	0
5.69067	0.000547308	0.0166597	0.0166632	0
5.69033	0.000534465	0	0	0
5.69047	0.000530833	0.0166597	0.0166632	0
5.69029	0.000540238	0.0333195	0.0234645	0
5.68999	0.000538811	0	0	0
5.69046	0.000549513	0.0166597	0.0166632	0
5.6902	0.000534984	0	0	0
5.68991	0.000526098	0	0	0
5.69012	0.000535698	0.0166597	0.0166632	0
5.69067	0.000551589	0.0499792	0.0289055	0
5.69077	0.000559178	0.0166597	0.0166632	0
5.69139	0.000544324	0	0	0
5.69058	0.000530444	0.0166597	0.0166632	0
5.69119	0.000541535	0.0333195	0.0234645	0
5.69157	0.000541406	0.0166597	0.0166632	0
5.69083	0.000526293	0.0166597	0.0166632	0
5.69117	0.000529471	0.0166597	0.0166632	0
5.69092	0.000543481	0	0	0
5.69048	0.000534011	0	0	0
5.69089	0.000536671	0	0	0
5.69049	0.000556259	0.0166597	0.0166632	0
5.69042	0.00053479	0.0166597	0.0166632	0
5.6906	0.000542703	0.0166597	0.0166632	0
5.69089	0.000522595	0	0	0
5.69127	0.000526812	0	0	0
5.69138	0.000521428	0.0166597	0.0166632	0
5.69106	0.000540887	0.0166597	0.0166632	0
5.69145	0.000536995	0	0	0
5.69037	0.00052733	0	0	0
5.69019	0.000538227	0	0	0
5.68997	0.000521104	0	0	0
5.69048	0.000530833	0	0	0
5.6901	0.000533492	0.0166597	0.0166632	0
5.69043	0.000524412	0	0	0
5.69033	0.000523309	0	0	0
5.69087	0.000536735	0	0	0
5.6916	0.000539719	0.0499792	0.0289055	0
5.69046	0.000540692	0	0	0
5.69023	0.000529211	0	0	0
5.69112	0.000541535	0.0166597	0.0166632	0
5.69022	0.000548411	0.0166597	0.0166632	0
5.69026	0.000547503	0	0	0
5.6905	0.000528433	0	0	0
5.69047	0.000552302	0.0499792	0.0289055	0
5.68996	0.000542703	0	0	0
5.68999	0.000547503	0.0666389	0.0333264	0
5.69052	0.000535957	0	0	0
5.69098	0.000538487	0	0	0
5.68979	0.0005416	0	0	0
5.6908	0.000535827	0	0	0
5.69115	0.000535568	0.0166597	0.0166632	0
5.69148	0.000541341	0	0	0
5.69026	0.000532973	0	0	0
5.69008	0.000546919	0.0166597	0.0166632	0
5.6903	0.000551978	0	0	0
5.69158	0.000549254	0.0166597	0.0166632	0
5.69056	0.000530249	0	0	0
5.6908	0.000520714	0	0	0
5.69122	0.000527849	0	0	0
5.69075	0.000516109	0	0	0
5.69155	0.000532973	0	0	0
5.69093	0.000537838	0.0166597	0.0166632	0
5.69093	0.000544324	0	0	0
5.69126	0.000540627	0	0	0
5.69086	0.000538357	0	0	0
5.69044	0.000538811	0	0	0
5.69013	0.000524541	0	0	0
5.68971	0.00053693	0	0	0
5.69119	0.000530833	0	0	0
5.69073	0.000540433	0	0	0
5.69058	0.000526876	0	0	0
5.69003	0.000534725	0	0	0
5.69064	0.000538422	0	0	0
5.69062	0.000524801	0	0	0
5.69051	0.000531806	0.0166597	0.0166632	0
5.69107	0.00053706	0.0166597	0.0166632	0
5.69034	0.000550032	0	0	0
5.69086	0.000540108	0	0	0
5.69107	0.000529536	0.0166597	0.0166632	0
5.69033	0.000532649	0.0166597	0.0166632	0
5.69045	0.000529017	0.0333195	0.0234645	0
5.69131	0.000541146	0.0166597	0.0166632	0
5.69074	0.000534465	0	0	0
5.6901	0.000538098	0.0499792	0.0289055	0
5.69116	0.000546984	0	0	0
5.69128	0.000537773	0.0166597	0.0166632	0
5.69121	0.000546465	0.0166597	0.0166632	0
5.69145	0.000542119	0	0	0
5.69022	0.000538422	0	0	0
5.69015	0.000537384	0.0166597	0.0166632	0
5.69081	0.000538357	0	0	0
5.69059	0.000555156	0.0499792	0.0289055	0
5.69029	0.000539525	0	0	0
5.69016	0.000552367	0.0499792	0.0289055	0
5.69095	0.000535633	0	0	0
5.69111	0.000537319	0.0166597	0.0166632	0
5.69053	0.000548216	0	0	0
5.69019	0.000538162	0.0333195	0.0234645	0
5.69119	0.000536865	0	0	0
5.69139	0.000522336	0	0	0
5.69049	0.000544908	0.0333195	0.0234645	0
5.69088	0.000536476	0	0	0
5.6909	0.000536671	0	0	0
5.6903	0.000534595	0	0	0
5.68981	0.000547503	0	0	0
5.68975	0.000535957	0	0	0
5.69035	0.000521947	0	0	0
5.69066	0.000528822	0	0	0
5.6906	0.000545492	0	0	0
5.69138	0.000533557	0	0	0
5.69027	0.000536606	0	0	0
5.69022	0.000541276	0	0	0
5.6906	0.000549578	0	0	0
5.69088	0.000533103	0.0166597	0.0166632	0
5.69075	0.0005368	0.0166597	0.0166632	0
5.69114	0.000542703	0.0166597	0.0166632	0
5.69021	0.000550032	0.0166597	0.0166632	0
5.69033	0.000528109	0	0	0
5.69046	0.000541211	0.0166597	0.0166632	0
5.69101	0.000543676	0.0333195	0.0234645	0
5.69071	0.000545038	0.0166597	0.0166632	0
5.69023	0.000547178	0	0	0
5.69142	0.000548865	0	0	0
5.69175	0.000535698	0.0166597	0.0166632	0
5.69032	0.000535633	0.0166597	0.0166632	0
5.6903	0.000537838	0	0	0
5.69115	0.000537319	0	0	0
5.69061	0.000543481	0	0	0
5.69124	0.00052733	0.0166597	0.0166632	0
5.69133	0.000527979	0	0	0
5.69037	0.00053933	0	0	0
5.68994	0.000535114	0	0	0
5.69045	0.000537449	0	0	0
5.69163	0.00053213	0	0	0
5.69124	0.000549513	0.0166597	0.0166632	0
5.69125	0.000546076	0	0	0
5.69107	0.00053933	0.0333195	0.0234645	0
5.69079	0.00054627	0.0166597	0.0166632	0
5.69103	0.000553016	0.0333195	0.0234645	0
5.69044	0.000544714	0	0	0
5.69049	0.000527655	0	0	0
5.68955	0.000531222	0	0	0
5.68954	0.000550616	0	0	0
5.69004	0.000535114	0	0	0
5.69052	0.000528433	0.0166597	0.0166632	0
5.69124	0.000551784	0.0166597	0.0166632	0
5.69049	0.000530638	0	0	0
5.6905	0.000529536	0	0	0
5.69147	0.000538162	0	0	0
5.6914	0.000534206	0.0166597	0.0166632	0
5.6897	0.000524476	0	0	0
5.68972	0.000533622	0	0	0
5.69039	0.000540497	0.0166597	0.0166632	0
5.69082	0.000518639	0.0166597	0.0166632	0
5.69077	0.000533103	0.0166597	0.0166632	0
5.68992	0.000537254	0.0333195	0.0234645	0
5.69023	0.000551524	0.0166597	0.0166632	0
5.69107	0.000534271	0	0	0
5.6902	0.000539135	0	0	0
5.69073	0.000541341	0	0	0
5.69052	0.000535568	0.0166597	0.0166632	0
5.69032	0.000548151	0	0	0
5.69032	0.000532649	0	0	0
5.69143	0.000541665	0	0	0
5.69136	0.000541924	0.0166597	0.0166632	0
5.69046	0.000546011	0	0	0
5.69045	0.000530768	0	0	0
5.69088	0.000537968	0	0	0
5.69026	0.00053466	0	0	0
5.69062	0.000543546	0	0	0
5.69177	0.000549448	0.0166597	0.0166632	0
5.69015	0.000540627	0.0166597	0.0166632	0
5.69164	0.000551394	0.0333195	0.0234645	0
5.69067	0.000547503	0	0	0
5.6897	0.000541016	0	0	0
5.69042	0.000538876	0	0	0
5.69084	0.000533817	0	0	0
5.69138	0.000541146	0.0333195	0.0234645	0
5.6907	0.000531157	0	0	0
5.68942	0.000525579	0	0	0
5.69039	0.000533233	0.0166597	0.0166632	0
5.69065	0.000539395	0	0	0
5.69004	0.000542768	0.0166597	0.0166632	0
5.69079	0.00053933	0	0	0
5.69116	0.000524087	0.0166597	0.0166632	0
5.69123	0.000529147	0	0	0
5.69012	0.000542249	0.0166597	0.0166632	0
5.68977	0.000547957	0	0	0
5.68997	0.000528044	0	0	0
5.69059	0.000535179	0	0	0
5.69091	0.000540238	0.0166597	0.0166632	0
5.69139	0.000543287	0.0166597	0.0166632	0
5.69081	0.000545232	0	0	0
5.6911	0.000523504	0	0	0
5.6918	0.000544195	0	0	0
